'DOH000000000007139','03','0369','036906','036906044','10','2013','J06','6','1','26','24','14','13','5','4','2','5','3','3','0','1','2','3','2','2','1','2','1','0','0','0','0','2','0','0','1','4','Y'
'DOH000000000007139','03','0369','036906','036906044','10','2013','I10','0','0','0','0','0','0','0','0','0','0','1','0','0','0','1','0','0','0','0','0','0','0','0','3','0','2','2','2','2','4','Y'
'DOH000000000007139','03','0369','036906','036906044','10','2013','J18','0','1','4','7','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','2','2','0','0','1','Y'
'DOH000000000007139','03','0369','036906','036906044','10','2013','N39','0','0','0','2','0','2','2','0','0','0','0','1','0','1','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','Y'
'DOH000000000007139','03','0369','036906','036906044','10','2013','T79','0','0','0','0','0','1','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0','0','0','0','Y'
'DOH000000000007139','03','0369','036906','036906044','10','2013','J45','0','0','1','0','0','0','1','1','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007139','03','0369','036906','036906044','10','2013','B34','1','0','0','1','0','0','0','0','1','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007139','03','0369','036906','036906044','10','2013','L03','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','1','0','1','0','0','0','2','Y'
'DOH000000000007139','03','0369','036906','036906044','10','2013','A15','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','Y'
'DOH000000000007139','03','0369','036906','036906044','10','2013','L01','0','0','3','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007139','03','0369','036906','036906044','10','2013','B37','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007139','03','0369','036906','036906044','10','2013','K30','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','1','0','Y'
'DOH000000000007139','03','0369','036906','036906044','10','2013','A01','0','0','0','1','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007139','03','0369','036906','036906044','10','2013','J22','0','0','0','0','1','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007139','03','0369','036906','036906044','10','2013','L73','0','0','1','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007139','03','0369','036906','036906044','10','2013','W54','0','0','1','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007139','03','0369','036906','036906044','10','2013','A09','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','Y'
'DOH000000000007139','03','0369','036906','036906044','10','2013','K12','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','1','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007139','03','0369','036906','036906044','10','2013','O23','0','0','0','0','0','0','0','0','0','0','0','1','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007139','03','0369','036906','036906044','10','2013','T14','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','Y'
'DOH000000000007139','03','0369','036906','036906044','10','2013','E78','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007139','03','0369','036906','036906044','10','2013','K29','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','Y'
