'DOH000000000002109','03','0369','036910','036910005','03','2013','I10','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','1','0','0','0','2','0','4','2','3','2','7','0','7','4','9','4','3','0','6','Y'
'DOH000000000002109','03','0369','036910','036910005','03','2013','J45','0','0','4','5','3','2','4','1','0','0','0','0','0','1','0','0','0','1','0','0','2','1','0','1','0','0','0','0','0','3','0','2','0','1','Y'
'DOH000000000002109','03','0369','036910','036910005','03','2013','A09','0','0','8','5','1','1','1','1','0','0','0','2','0','0','0','0','0','1','0','0','0','3','0','0','0','0','0','1','0','1','0','1','0','0','Y'
'DOH000000000002109','03','0369','036910','036910005','03','2013','D64','0','0','0','1','1','0','1','0','2','0','0','2','1','1','0','0','0','0','0','3','0','0','0','0','0','0','0','0','0','2','0','1','0','1','Y'
'DOH000000000002109','03','0369','036910','036910005','03','2013','T79','0','0','2','3','4','0','0','0','0','0','0','0','1','1','0','0','0','0','0','0','0','0','0','0','1','0','0','1','0','0','0','0','0','0','Y'
'DOH000000000002109','03','0369','036910','036910005','03','2013','K30','0','0','0','0','0','0','0','0','0','1','1','0','0','1','0','0','0','1','1','2','0','1','1','0','0','0','1','1','0','1','0','1','0','0','Y'
'DOH000000000002109','03','0369','036910','036910005','03','2013','J18','4','0','1','9','1','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000002109','03','0369','036910','036910005','03','2013','N39','0','0','0','0','0','1','0','0','0','2','0','1','0','0','0','0','1','1','0','2','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000002109','03','0369','036910','036910005','03','2013','B34','0','0','1','1','1','0','1','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','1','0','0','0','1','1','0','0','1','1','Y'
'DOH000000000002109','03','0369','036910','036910005','03','2013','M13','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','2','0','1','0','0','2','0','0','0','2','Y'
'DOH000000000002109','03','0369','036910','036910005','03','2013','J43','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','3','2','0','0','3','2','Y'
'DOH000000000002109','03','0369','036910','036910005','03','2013','E10','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','1','0','0','1','1','0','0','0','0','0','0','Y'
'DOH000000000002109','03','0369','036910','036910005','03','2013','T14','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000002109','03','0369','036910','036910005','03','2013','H00','0','0','0','0','0','2','0','0','0','2','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000002109','03','0369','036910','036910005','03','2013','B26','0','0','0','1','0','1','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000002109','03','0369','036910','036910005','03','2013','L23','0','0','1','0','1','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000002109','03','0369','036910','036910005','03','2013','G43','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','1','1','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000002109','03','0369','036910','036910005','03','2013','R10','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0','0','0','0','2','0','0','0','2','Y'
'DOH000000000002109','03','0369','036910','036910005','03','2013','H65','2','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000002109','03','0369','036910','036910005','03','2013','I24','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','1','0','0','0','1','Y'
'DOH000000000002109','03','0369','036910','036910005','03','2013','L04','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','Y'
'DOH000000000002109','03','0369','036910','036910005','03','2013','M41','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','1','0','0','0','1','Y'
'DOH000000000002109','03','0369','036910','036910005','03','2013','H81','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','1','0','1','0','0','Y'
'DOH000000000002109','03','0369','036910','036910005','03','2013','K95','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','1','0','Y'
'DOH000000000002109','03','0369','036910','036910005','03','2013','I84','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000002109','03','0369','036910','036910005','03','2013','L73','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000002109','03','0369','036910','036910005','03','2013','M10','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000002109','03','0369','036910','036910005','03','2013','W54','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000002109','03','0369','036910','036910005','03','2013','N94','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000002109','03','0369','036910','036910005','03','2013','H60','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000002109','03','0369','036910','036910005','03','2013','T78','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000002109','03','0369','036910','036910005','03','2013','M79','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
