'DOH000000000001721','01','0129','012911','012911007','02','2016','I10','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','1','1','1','1','2','2','3','1','2','1','1','3','13','16','4','6','9','10','Y'
'DOH000000000001721','01','0129','012911','012911007','02','2016','J06','0','0','1','0','3','0','1','4','0','0','0','0','0','1','1','0','0','0','0','0','1','1','1','0','0','0','0','0','1','1','0','1','1','0','Y'
'DOH000000000001721','01','0129','012911','012911007','02','2016','D64','0','0','4','4','1','1','0','0','0','0','0','0','0','0','0','1','0','2','0','0','0','1','0','0','0','1','0','0','0','0','0','0','0','0','Y'
'DOH000000000001721','01','0129','012911','012911007','02','2016','J18','0','1','2','6','0','2','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','2','0','1','0','1','Y'
'DOH000000000001721','01','0129','012911','012911007','02','2016','J22','0','0','0','0','1','1','0','0','1','1','2','0','1','0','0','0','0','2','0','0','0','0','0','1','2','0','0','1','1','0','1','0','0','0','Y'
'DOH000000000001721','01','0129','012911','012911007','02','2016','','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000001721','01','0129','012911','012911007','02','2016','J30','0','0','2','3','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','1','0','1','0','1','1','0','0','1','0','0','0','1','Y'
'DOH000000000001721','01','0129','012911','012911007','02','2016','M13','1','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','1','3','3','0','1','3','2','Y'
'DOH000000000001721','01','0129','012911','012911007','02','2016','E11','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','1','0','2','0','2','5','3','2','1','3','2','Y'
'DOH000000000001721','01','0129','012911','012911007','02','2016','A15','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0','0','0','0','1','0','1','0','0','1','0','0','0','1','Y'
'DOH000000000001721','01','0129','012911','012911007','02','2016','H52','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','1','0','1','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000001721','01','0129','012911','012911007','02','2016','J45','0','0','1','0','1','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','1','0','0','0','2','0','0','0','2','Y'
