'DOH000000000007316','09','0983','098316','098316005','11','2014','J06','8','10','73','53','41','34','24','25','11','8','5','7','2','7','3','13','0','4','3','8','0','6','1','4','2','4','4','9','5','10','Y'
'DOH000000000007316','09','0983','098316','098316005','11','2014','I10','0','0','0','0','0','0','0','0','0','0','0','0','1','1','0','2','1','6','5','3','4','7','4','8','1','4','3','3','10','16','Y'
'DOH000000000007316','09','0983','098316','098316005','11','2014','A09','1','2','19','12','4','1','0','2','1','1','0','2','0','0','0','2','0','2','1','0','2','3','1','1','0','0','0','2','0','1','Y'
'DOH000000000007316','09','0983','098316','098316005','11','2014','K29','0','0','2','3','2','1','3','2','1','2','1','0','2','1','2','3','0','3','1','0','0','1','2','3','0','1','2','1','1','2','Y'
'DOH000000000007316','09','0983','098316','098316005','11','2014','J18','3','1','5','5','1','2','0','3','1','1','2','0','0','1','1','5','1','1','0','0','0','0','0','0','0','0','1','2','2','1','Y'
'DOH000000000007316','09','0983','098316','098316005','11','2014','O23','0','0','0','0','0','0','0','0','0','5','0','11','0','7','0','4','0','4','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007316','09','0983','098316','098316005','11','2014','L23','3','1','5','7','1','0','0','2','0','0','0','0','0','0','0','0','0','0','1','2','0','0','1','0','0','0','0','0','1','0','Y'
'DOH000000000007316','09','0983','098316','098316005','11','2014','T14','0','0','2','1','0','2','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007316','09','0983','098316','098316005','11','2014','O99','0','0','0','0','0','0','0','0','0','2','0','2','0','6','0','2','0','2','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007316','09','0983','098316','098316005','11','2014','H81','0','0','0','0','0','0','0','0','1','0','0','1','0','1','0','0','0','2','0','1','1','0','1','2','0','0','1','0','1','1','Y'
'DOH000000000007316','09','0983','098316','098316005','11','2014','M79','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','3','0','0','4','1','2','1','0','1','1','1','1','0','0','1','Y'
'DOH000000000007316','09','0983','098316','098316005','11','2014','B34','2','0','3','2','0','0','0','0','2','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007316','09','0983','098316','098316005','11','2014','D64','0','0','1','1','0','0','0','0','0','0','0','2','0','1','0','1','0','1','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007316','09','0983','098316','098316005','11','2014','E10','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','2','0','0','4','1','0','0','1','Y'
'DOH000000000007316','09','0983','098316','098316005','11','2014','R10','6','0','2','0','1','0','0','0','0','3','0','0','0','2','0','0','0','2','0','0','2','0','0','0','2','0','0','0','0','0','Y'
'DOH000000000007316','09','0983','098316','098316005','11','2014','A15','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','1','0','0','0','1','0','0','0','1','0','1','2','1','Y'
'DOH000000000007316','09','0983','098316','098316005','11','2014','M13','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','1','2','1','0','0','1','1','0','1','Y'
'DOH000000000007316','09','0983','098316','098316005','11','2014','J45','0','0','2','0','2','1','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0','1','0','Y'
'DOH000000000007316','09','0983','098316','098316005','11','2014','B01','0','0','1','2','0','1','1','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
