'DOH000000000003366','03','0369','036917','036917007','08','2012','J06','6','6','69','53','35','26','16','8','5','5','1','8','2','8','6','7','7','8','3','13','2','7','3','3','4','6','0','6','4','5','Y'
'DOH000000000003366','03','0369','036917','036917007','08','2012','J22','4','2','17','14','7','6','2','1','0','0','2','0','0','0','0','0','0','1','0','0','1','0','0','1','0','0','0','1','0','2','Y'
'DOH000000000003366','03','0369','036917','036917007','08','2012','N39','0','0','1','0','2','3','0','0','0','2','0','4','1','3','1','9','1','5','0','4','0','2','0','4','0','0','0','4','0','1','Y'
'DOH000000000003366','03','0369','036917','036917007','08','2012','I10','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','3','0','0','3','1','1','4','1','6','0','5','3','13','Y'
'DOH000000000003366','03','0369','036917','036917007','08','2012','D64','0','0','1','1','2','2','2','1','0','2','1','4','0','3','0','2','2','1','0','1','0','0','0','1','0','0','0','0','0','2','Y'
'DOH000000000003366','03','0369','036917','036917007','08','2012','A09','1','0','8','5','3','1','0','1','0','2','0','1','0','2','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','Y'
'DOH000000000003366','03','0369','036917','036917007','08','2012','A15','0','0','0','0','0','0','0','0','0','0','3','0','0','0','0','1','0','0','1','2','0','1','2','0','4','0','4','2','0','3','Y'
'DOH000000000003366','03','0369','036917','036917007','08','2012','L02','0','1','3','4','3','2','3','0','1','1','0','1','0','0','0','1','1','0','0','0','0','0','0','1','0','1','0','0','1','2','Y'
'DOH000000000003366','03','0369','036917','036917007','08','2012','L01','0','0','4','5','5','1','1','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000003366','03','0369','036917','036917007','08','2012','T78','0','0','1','2','1','2','0','0','0','0','1','1','0','1','0','0','0','1','0','1','0','0','0','0','0','1','0','0','3','1','Y'
'DOH000000000003366','03','0369','036917','036917007','08','2012','R10','0','1','3','0','2','1','3','1','1','2','1','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','1','0','0','0','Y'
'DOH000000000003366','03','0369','036917','036917007','08','2012','J45','0','0','5','3','4','5','0','0','0','0','0','0','0','0','0','0','0','0','5','1','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000003366','03','0369','036917','036917007','08','2012','E11','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','1','2','1','0','0','2','0','4','Y'
'DOH000000000003366','03','0369','036917','036917007','08','2012','H10','0','0','1','2','1','0','0','0','0','1','2','2','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000003366','03','0369','036917','036917007','08','2012','M06','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','1','0','0','0','2','0','1','5','Y'
'DOH000000000003366','03','0369','036917','036917007','08','2012','H52','0','0','0','0','0','0','0','0','0','1','0','1','0','0','0','1','0','2','1','1','0','0','0','0','0','1','0','1','0','0','Y'
'DOH000000000003366','03','0369','036917','036917007','08','2012','R52','0','0','0','0','0','0','1','0','0','0','1','0','0','2','1','0','0','0','0','1','0','1','0','0','0','1','0','1','1','0','Y'
'DOH000000000003366','03','0369','036917','036917007','08','2012','L23','0','0','3','3','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','1','0','0','0','0','0','0','Y'
'DOH000000000003366','03','0369','036917','036917007','08','2012','O23','0','0','0','0','0','0','0','0','0','0','0','3','0','1','0','2','0','2','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000003366','03','0369','036917','036917007','08','2012','J18','1','0','1','3','0','2','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000003366','03','0369','036917','036917007','08','2012','J10','0','0','0','1','0','1','1','0','0','0','0','0','0','1','0','0','1','0','0','0','0','1','0','0','0','0','0','0','0','0','Y'
'DOH000000000003366','03','0369','036917','036917007','08','2012','B35','1','0','0','0','1','0','0','0','0','0','0','1','0','1','0','1','0','0','0','0','0','1','0','0','0','0','0','0','1','0','Y'
'DOH000000000003366','03','0369','036917','036917007','08','2012','A90','0','0','0','0','1','0','1','1','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','Y'
'DOH000000000003366','03','0369','036917','036917007','08','2012','I24','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','1','0','0','0','1','0','1','0','0','0','0','0','1','Y'
'DOH000000000003366','03','0369','036917','036917007','08','2012','K04','0','0','0','0','1','2','1','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000003366','03','0369','036917','036917007','08','2012','T79','0','0','0','0','0','1','1','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','Y'
'DOH000000000003366','03','0369','036917','036917007','08','2012','L50','0','0','0','0','1','0','0','1','0','1','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000003366','03','0369','036917','036917007','08','2012','O03','0','0','0','0','0','0','0','0','0','0','0','3','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000003366','03','0369','036917','036917007','08','2012','B26','0','0','1','1','0','1','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000003366','03','0369','036917','036917007','08','2012','L30','3','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','2','Y'
'DOH000000000003366','03','0369','036917','036917007','08','2012','H81','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','1','2','Y'
'DOH000000000003366','03','0369','036917','036917007','08','2012','N28','0','0','0','0','1','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','Y'
'DOH000000000003366','03','0369','036917','036917007','08','2012','B86','0','0','0','0','1','1','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','1','Y'
'DOH000000000003366','03','0369','036917','036917007','08','2012','J44','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','1','2','0','Y'
'DOH000000000003366','03','0369','036917','036917007','08','2012','M15','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0','0','0','0','1','Y'
