'DOH000000000002845','14','1411','141102','141102067','07','2016','I10','0','0','0','0','0','0','0','0','0','0','0','0','1','0','2','2','3','1','1','0','2','7','2','10','5','12','14','22','11','33','4','15','7','18','Y'
'DOH000000000002845','14','1411','141102','141102067','07','2016','J06','6','5','25','19','13','16','3','6','1','1','0','2','0','4','0','2','0','5','0','7','0','1','0','3','0','3','0','3','0','2','0','1','0','1','Y'
'DOH000000000002845','14','1411','141102','141102067','07','2016','J18','0','0','8','6','2','5','1','0','1','1','0','0','0','0','0','0','1','0','0','1','0','0','1','2','0','3','1','2','0','2','0','0','0','2','Y'
'DOH000000000002845','14','1411','141102','141102067','07','2016','J22','1','0','6','6','4','2','2','0','1','2','0','2','0','0','0','0','0','0','0','1','0','0','0','0','0','1','0','1','0','0','0','0','0','0','Y'
'DOH000000000002845','14','1411','141102','141102067','07','2016','N39','0','0','0','1','1','1','0','0','0','3','0','2','0','4','0','2','0','0','0','0','0','1','0','1','0','4','0','2','0','0','0','0','0','0','Y'
'DOH000000000002845','14','1411','141102','141102067','07','2016','J45','0','0','3','2','3','0','1','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','1','0','0','0','0','0','0','0','0','Y'
'DOH000000000002845','14','1411','141102','141102067','07','2016','A09','0','0','4','2','1','1','2','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000002845','14','1411','141102','141102067','07','2016','B34','0','0','0','0','3','1','2','0','0','2','0','0','2','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000002845','14','1411','141102','141102067','07','2016','A90','0','0','0','0','0','0','2','2','0','2','1','0','1','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000002845','14','1411','141102','141102067','07','2016','L23','0','2','2','1','0','0','2','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000002845','14','1411','141102','141102067','07','2016','T14','0','0','1','0','0','1','0','0','1','0','1','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','Y'
'DOH000000000002845','14','1411','141102','141102067','07','2016','D64','0','0','1','0','0','0','0','0','0','0','0','1','0','0','0','2','0','1','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000002845','14','1411','141102','141102067','07','2016','J30','0','2','0','0','2','0','0','0','0','0','0','0','1','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000002845','14','1411','141102','141102067','07','2016','B09','0','0','0','1','1','0','0','0','1','1','0','0','0','2','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000002845','14','1411','141102','141102067','07','2016','E11','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','1','2','0','2','0','0','0','Y'
'DOH000000000002845','14','1411','141102','141102067','07','2016','A15','0','0','1','1','1','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000002845','14','1411','141102','141102067','07','2016','K29','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','Y'
'DOH000000000002845','14','1411','141102','141102067','07','2016','H10','1','0','1','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000002845','14','1411','141102','141102067','07','2016','M13','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','1','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000002845','14','1411','141102','141102067','07','2016','K04','0','0','0','0','0','0','2','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
