'DOH000000000002387','03','0369','036903','036903050','1','2013','J06','17','11','52','58','24','28','7','7','2','0','1','5','2','5','0','4','2','1','3','6','0','4','0','5','0','6','0','4','6','3','Y'
'DOH000000000002387','03','0369','036903','036903050','1','2013','N39','0','0','2','3','9','7','1','4','0','2','0','4','2','2','1','0','1','2','0','0','0','1','0','2','0','2','1','1','3','2','Y'
'DOH000000000002387','03','0369','036903','036903050','1','2013','J45','0','2','14','10','6','8','4','8','0','0','2','1','0','4','0','0','0','0','2','0','0','0','0','0','0','0','2','2','4','3','Y'
'DOH000000000002387','03','0369','036903','036903050','1','2013','I10','0','0','0','1','0','0','0','0','0','0','0','0','0','1','0','0','1','0','1','0','3','1','0','1','0','3','0','4','7','9','Y'
'DOH000000000002387','03','0369','036903','036903050','1','2013','A09','2','0','11','10','1','2','1','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000002387','03','0369','036903','036903050','1','2013','L30','2','2','3','3','1','3','1','0','0','0','0','0','0','0','0','0','0','1','1','0','0','1','1','0','0','0','0','0','1','0','Y'
'DOH000000000002387','03','0369','036903','036903050','1','2013','J40','0','0','0','2','2','4','0','0','0','0','0','0','0','2','0','0','0','1','0','2','0','0','0','0','0','0','0','0','2','0','Y'
'DOH000000000002387','03','0369','036903','036903050','1','2013','T14','1','0','0','1','0','1','0','1','0','0','0','0','0','0','0','0','0','1','0','1','1','0','0','1','0','0','0','0','0','0','Y'
'DOH000000000002387','03','0369','036903','036903050','1','2013','D64','0','0','0','0','2','3','1','2','0','0','0','1','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','1','1','1','Y'
'DOH000000000002387','03','0369','036903','036903050','1','2013','M15','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','3','2','0','1','0','1','2','3','Y'
'DOH000000000002387','03','0369','036903','036903050','1','2013','H10','0','0','2','0','1','0','0','1','0','1','0','0','1','0','0','0','1','0','0','1','0','0','0','0','0','1','0','0','0','0','Y'
'DOH000000000002387','03','0369','036903','036903050','1','2013','A15','0','0','2','0','0','1','0','0','0','0','1','0','0','1','0','0','1','0','0','0','0','0','0','0','0','0','0','1','2','0','Y'
'DOH000000000002387','03','0369','036903','036903050','1','2013','L02','0','2','1','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000002387','03','0369','036903','036903050','1','2013','H81','0','0','0','0','0','0','0','0','1','0','0','1','1','0','0','0','0','1','1','0','0','0','0','0','0','0','0','0','0','1','Y'
'DOH000000000002387','03','0369','036903','036903050','1','2013','L04','0','0','1','1','2','1','0','1','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000002387','03','0369','036903','036903050','1','2013','T79','0','0','0','0','1','0','1','0','0','0','0','1','0','0','0','1','0','0','0','0','1','0','0','0','1','0','0','0','1','0','Y'
'DOH000000000002387','03','0369','036903','036903050','1','2013','L08','0','1','1','0','0','1','0','0','1','1','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000002387','03','0369','036903','036903050','1','2013','K30','0','0','0','0','0','0','0','1','0','1','1','0','0','0','0','0','0','0','0','0','0','0','0','1','0','1','0','1','0','0','Y'
'DOH000000000002387','03','0369','036903','036903050','1','2013','L03','0','0','2','0','1','0','0','0','0','0','0','1','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000002387','03','0369','036903','036903050','1','2013','B09','0','1','1','1','0','1','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000002387','03','0369','036903','036903050','1','2013','B35','0','0','1','0','0','1','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0','Y'
'DOH000000000002387','03','0369','036903','036903050','1','2013','H65','0','0','1','0','1','0','3','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
