'DOH000000000003366','03','0369','036917','036917007','07','2011','J06','10','4','32','39','18','15','8','4','2','2','0','3','2','3','1','2','1','4','0','0','0','1','2','8','1','3','0','0','2','3','Y'
'DOH000000000003366','03','0369','036917','036917007','07','2011','N39','0','0','6','2','2','3','0','0','0','2','3','3','1','0','0','3','0','4','1','4','0','1','2','1','0','0','0','2','4','1','Y'
'DOH000000000003366','03','0369','036917','036917007','07','2011','A09','0','0','16','9','3','3','1','1','0','0','1','2','0','0','0','0','0','0','0','0','0','0','0','0','1','0','1','0','0','0','Y'
'DOH000000000003366','03','0369','036917','036917007','07','2011','J22','1','1','7','8','3','4','0','2','0','0','0','0','0','0','1','1','0','1','0','1','0','1','0','0','0','0','0','0','0','1','Y'
'DOH000000000003366','03','0369','036917','036917007','07','2011','I10','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','2','2','1','3','5','1','3','1','1','3','6','Y'
'DOH000000000003366','03','0369','036917','036917007','07','2011','A15','0','0','1','0','2','1','1','0','0','0','2','0','0','0','0','1','0','0','0','2','0','0','0','0','0','1','0','2','1','0','Y'
'DOH000000000003366','03','0369','036917','036917007','07','2011','H10','0','1','2','2','1','1','0','1','0','0','0','0','0','0','1','0','0','0','0','0','1','0','0','0','0','0','0','0','0','2','Y'
'DOH000000000003366','03','0369','036917','036917007','07','2011','T79','0','0','1','0','1','2','2','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','1','0','0','0','0','1','1','1','Y'
'DOH000000000003366','03','0369','036917','036917007','07','2011','J45','0','0','5','4','3','1','0','1','0','1','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0','0','0','0','1','1','Y'
'DOH000000000003366','03','0369','036917','036917007','07','2011','R52','0','0','0','0','0','0','0','0','1','0','0','2','1','0','1','1','1','0','0','2','0','1','0','0','0','0','0','0','0','0','Y'
'DOH000000000003366','03','0369','036917','036917007','07','2011','B82','0','0','3','2','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
