'DOH000000000006750','01','0155','015542','015542014','03','2017','J06','13','6','38','48','24','19','4','9','0','1','0','2','1','6','0','4','1','3','0','4','1','10','2','2','1','3','2','4','3','17','0','4','3','13','Y'
'DOH000000000006750','01','0155','015542','015542014','03','2017','I10','0','0','0','0','0','0','0','1','0','0','1','0','0','0','0','1','0','2','0','1','3','7','2','2','5','5','10','12','29','46','9','16','20','30','Y'
'DOH000000000006750','01','0155','015542','015542014','03','2017','A09','1','1','8','6','7','4','0','0','0','0','0','0','0','2','0','0','0','0','0','0','0','0','0','0','0','0','1','1','0','0','0','0','0','0','Y'
'DOH000000000006750','01','0155','015542','015542014','03','2017','T79','0','0','0','0','1','2','0','1','2','0','0','0','2','0','0','0','0','0','1','1','1','0','1','0','1','0','1','0','0','2','0','1','0','1','Y'
'DOH000000000006750','01','0155','015542','015542014','03','2017','J40','0','1','1','0','2','0','0','0','0','0','0','0','2','2','0','1','0','0','1','1','1','0','0','0','1','1','0','0','0','1','0','0','0','1','Y'
'DOH000000000006750','01','0155','015542','015542014','03','2017','N39','0','0','2','0','1','0','0','0','0','0','1','0','0','0','0','1','1','1','1','0','0','0','0','2','1','0','0','0','2','1','2','1','0','0','Y'
'DOH000000000006750','01','0155','015542','015542014','03','2017','J45','0','0','0','2','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','4','5','0','3','4','2','Y'
'DOH000000000006750','01','0155','015542','015542014','03','2017','K30','0','0','0','0','0','0','0','0','0','0','0','1','0','0','1','0','0','0','0','1','1','1','0','0','0','0','1','0','3','2','2','0','1','2','Y'
'DOH000000000006750','01','0155','015542','015542014','03','2017','E10','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','1','0','1','6','0','3','1','3','Y'
'DOH000000000006750','01','0155','015542','015542014','03','2017','H81','0','0','0','0','0','0','0','0','0','1','0','0','0','1','0','2','1','1','0','1','0','2','0','0','0','1','0','0','1','0','1','0','0','0','Y'
'DOH000000000006750','01','0155','015542','015542014','03','2017','W54','0','0','0','0','1','1','0','0','0','0','2','1','0','1','0','0','1','1','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
