'DOH000000000003726','17','1753','175306','175306015','03','2017','I10','0','1','0','0','0','0','0','0','0','0','0','0','0','1','0','0','1','10','10','13','10','16','12','32','6','24','27','26','49','84','17','27','32','57','Y'
'DOH000000000003726','17','1753','175306','175306015','03','2017','J06','13','11','47','57','30','15','11','13','4','4','2','7','5','5','4','7','2','6','2','3','2','6','2','4','1','6','1','9','5','12','1','4','4','8','Y'
'DOH000000000003726','17','1753','175306','175306015','03','2017','N39','0','1','0','1','3','3','4','2','1','10','0','10','2','5','0','5','0','2','1','5','2','6','0','1','1','5','0','4','2','4','0','2','2','2','Y'
'DOH000000000003726','17','1753','175306','175306015','03','2017','E11','0','1','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','1','0','7','0','4','4','4','2','6','1','8','7','5','3','1','4','4','Y'
'DOH000000000003726','17','1753','175306','175306015','03','2017','M79','0','0','0','0','1','0','0','1','2','0','1','3','0','0','0','3','1','2','3','3','1','3','0','2','1','0','3','3','3','9','0','4','3','5','Y'
'DOH000000000003726','17','1753','175306','175306015','03','2017','B34','0','2','6','3','0','2','1','1','0','0','0','1','0','0','0','3','0','2','0','1','0','1','1','1','0','3','1','3','1','6','1','1','0','5','Y'
'DOH000000000003726','17','1753','175306','175306015','03','2017','K05','0','0','0','0','0','0','0','0','0','2','0','3','2','6','0','2','2','1','0','2','1','2','1','0','0','3','1','0','0','0','0','0','0','0','Y'
'DOH000000000003726','17','1753','175306','175306015','03','2017','F20','0','0','0','0','0','0','0','0','1','0','2','3','2','0','0','1','5','0','2','1','2','0','1','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000003726','17','1753','175306','175306015','03','2017','J45','0','0','4','2','4','1','1','0','0','0','0','1','0','1','0','1','0','1','0','0','1','1','1','1','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000003726','17','1753','175306','175306015','03','2017','K30','0','0','0','0','0','0','1','0','0','1','0','1','1','0','0','0','0','1','1','0','0','1','0','0','3','0','2','2','0','1','0','0','0','1','Y'
'DOH000000000003726','17','1753','175306','175306015','03','2017','J18','1','0','1','4','1','2','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','1','0','1','3','0','2','1','1','Y'
'DOH000000000003726','17','1753','175306','175306015','03','2017','A15','0','0','0','0','0','1','0','0','0','0','1','0','1','0','1','0','0','0','1','1','1','0','0','0','1','0','0','0','3','4','1','1','2','3','Y'
'DOH000000000003726','17','1753','175306','175306015','03','2017','M13','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','1','0','4','7','2','2','0','5','2','Y'
'DOH000000000003726','17','1753','175306','175306015','03','2017','O23','0','0','0','0','0','0','0','0','0','4','1','4','0','1','0','3','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000003726','17','1753','175306','175306015','03','2017','D64','0','1','1','0','0','0','0','0','0','2','1','0','0','0','0','2','0','0','0','2','0','1','0','0','0','0','0','0','0','0','0','0','0','0','Y'
