'DOH000000000006103','01','0155','0155080','015508019','06','2017','J06','3','2','15','7','7','7','1','1','0','3','0','0','1','0','1','1','1','3','1','3','0','0','0','3','0','0','0','2','1','0','0','0','1','0','Y'
'DOH000000000006103','01','0155','0155080','015508019','06','2017','K29','1','0','3','1','1','3','1','0','0','3','0','0','0','1','0','2','0','1','0','0','0','0','0','1','0','0','1','1','0','4','0','1','0','3','Y'
'DOH000000000006103','01','0155','0155080','015508019','06','2017','I10','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','3','1','3','0','2','0','2','3','5','2','3','1','2','Y'
'DOH000000000006103','01','0155','0155080','015508019','06','2017','L23','1','1','2','1','2','3','1','0','0','0','0','0','0','0','0','1','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000006103','01','0155','0155080','015508019','06','2017','J45','0','0','0','3','1','1','0','1','0','0','0','2','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','2','0','2','0','0','Y'
'DOH000000000006103','01','0155','0155080','015508019','06','2017','T78','0','0','2','1','0','0','0','0','0','3','0','0','0','0','0','1','0','0','0','0','0','0','0','1','0','0','0','0','2','1','0','1','2','0','Y'
'DOH000000000006103','01','0155','0155080','015508019','06','2017','D64','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','1','0','2','0','2','0','2','0','0','0','0','0','0','0','1','0','0','0','1','Y'
'DOH000000000006103','01','0155','0155080','015508019','06','2017','M79','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','1','1','0','0','0','0','0','0','3','0','0','0','3','Y'
'DOH000000000006103','01','0155','0155080','015508019','06','2017','N39','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','2','0','1','0','0','0','1','0','0','0','0','0','0','0','1','0','0','0','1','Y'
'DOH000000000006103','01','0155','0155080','015508019','06','2017','A09','0','0','3','1','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000006103','01','0155','0155080','015508019','06','2017','M15','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','4','0','1','0','3','Y'
'DOH000000000006103','01','0155','0155080','015508019','06','2017','L04','0','0','0','0','2','1','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000006103','01','0155','0155080','015508019','06','2017','T79','0','0','0','1','0','1','1','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000006103','01','0155','0155080','015508019','06','2017','M94','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','1','0','0','1','0','0','0','0','0','0','0','1','0','1','0','0','Y'
'DOH000000000006103','01','0155','0155080','015508019','06','2017','J10','0','0','0','1','1','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000006103','01','0155','0155080','015508019','06','2017','K05','0','0','0','0','1','1','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000006103','01','0155','0155080','015508019','06','2017','J44','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','2','0','Y'
'DOH000000000006103','01','0155','0155080','015508019','06','2017','H52','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000006103','01','0155','0155080','015508019','06','2017','A15','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','1','0','0','0','1','0','Y'
'DOH000000000006103','01','0155','0155080','015508019','06','2017','J18','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000006103','01','0155','0155080','015508019','06','2017','J22','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000006103','01','0155','0155080','015508019','06','2017','B82','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000006103','01','0155','0155080','015508019','06','2017','H61','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000006103','01','0155','0155080','015508019','06','2017','M13','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','1','Y'
'DOH000000000006103','01','0155','0155080','015508019','06','2017','E04','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000006103','01','0155','0155080','015508019','06','2017','J40','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000006103','01','0155','0155080','015508019','06','2017','N61','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000006103','01','0155','0155080','015508019','06','2017','H00','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000006103','01','0155','0155080','015508019','06','2017','L02','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000006103','01','0155','0155080','015508019','06','2017','E10','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','1','0','0','Y'
'DOH000000000006103','01','0155','0155080','015508019','06','2017','B35','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000006103','01','0155','0155080','015508019','06','2017','L08','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000006103','01','0155','0155080','015508019','06','2017','J30','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000006103','01','0155','0155080','015508019','06','2017','A06','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','1','0','Y'
