'DOH000000000002069','01','0129','012928','012928033','04','2017','I10','0','0','0','0','0','0','0','0','0','1','1','0','4','3','2','9','3','8','16','11','9','24','19','25','12','29','7','32','25','69','14','20','11','49','Y'
'DOH000000000002069','01','0129','012928','012928033','04','2017','J06','8','15','51','47','31','21','6','12','5','5','2','4','2','4','3','7','0','5','2','2','1','4','3','5','4','2','2','3','3','14','1','2','2','12','Y'
'DOH000000000002069','01','0129','012928','012928033','04','2017','K05','0','1','1','0','7','0','4','3','3','5','3','9','4','4','2','5','1','1','2','3','2','3','5','3','5','0','0','2','1','4','1','1','0','3','Y'
'DOH000000000002069','01','0129','012928','012928033','04','2017','E78','0','0','0','0','0','0','0','0','0','0','0','0','1','2','0','1','0','2','4','1','0','6','4','6','2','6','2','9','6','12','3','3','3','9','Y'
'DOH000000000002069','01','0129','012928','012928033','04','2017','K30','0','0','2','1','3','2','1','1','0','3','0','4','3','3','2','4','2','3','2','1','0','2','2','5','2','2','3','1','3','6','0','0','3','6','Y'
'DOH000000000002069','01','0129','012928','012928033','04','2017','N39','0','0','4','0','1','2','0','0','0','4','0','2','0','4','0','5','1','3','0','0','1','2','0','0','0','0','1','0','0','2','0','1','0','1','Y'
'DOH000000000002069','01','0129','012928','012928033','04','2017','E10','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','4','0','0','2','1','4','0','0','1','3','3','7','2','3','1','4','Y'
'DOH000000000002069','01','0129','012928','012928033','04','2017','J18','4','0','15','10','5','0','2','0','0','2','0','0','0','0','0','2','0','0','0','1','0','2','4','5','3','0','3','0','5','10','2','1','3','9','Y'
'DOH000000000002069','01','0129','012928','012928033','04','2017','T14','0','0','2','0','4','1','1','0','3','1','1','1','1','0','0','0','4','1','2','0','0','0','2','0','1','0','0','0','0','1','0','0','0','1','Y'
'DOH000000000002069','01','0129','012928','012928033','04','2017','E11','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','1','0','0','0','1','0','2','2','2','2','3','1','7','0','1','1','6','Y'
'DOH000000000002069','01','0129','012928','012928033','04','2017','M15','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','4','0','0','0','2','5','10','3','2','2','8','Y'
