'DOH000000000004703','06','0619','061902','061902018','05','2015','I10','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','2','0','3','0','5','0','6','6','4','7','13','1','7','6','6','Y'
'DOH000000000004703','06','0619','061902','061902018','05','2015','J18','3','1','10','13','3','1','0','2','0','0','0','0','0','1','0','1','0','0','0','0','0','0','0','1','0','0','1','1','3','2','2','0','1','2','Y'
'DOH000000000004703','06','0619','061902','061902018','05','2015','J06','0','0','3','6','3','5','1','2','0','4','0','2','0','2','0','1','1','0','0','3','0','0','0','0','0','0','0','0','0','2','0','1','0','1','Y'
'DOH000000000004703','06','0619','061902','061902018','05','2015','J22','1','1','1','1','0','0','0','1','0','1','1','0','1','0','0','1','1','0','0','1','2','0','1','2','1','0','0','1','2','3','0','1','2','2','Y'
'DOH000000000004703','06','0619','061902','061902018','05','2015','J45','0','0','4','4','0','6','0','0','0','0','0','3','0','0','0','0','0','0','0','0','0','4','0','0','0','2','0','0','2','2','0','2','2','0','Y'
'DOH000000000004703','06','0619','061902','061902018','05','2015','L23','0','0','3','0','0','2','1','3','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','1','0','0','0','1','0','Y'
'DOH000000000004703','06','0619','061902','061902018','05','2015','J30','2','3','2','2','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000004703','06','0619','061902','061902018','05','2015','K29','0','1','1','0','0','3','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0','0','0','0','1','0','0','0','1','0','1','0','0','Y'
'DOH000000000004703','06','0619','061902','061902018','05','2015','M79','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','1','0','0','0','1','0','1','0','0','0','1','1','3','1','0','0','3','Y'
'DOH000000000004703','06','0619','061902','061902018','05','2015','M13','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','1','0','0','0','0','0','1','1','4','1','1','0','3','Y'
'DOH000000000004703','06','0619','061902','061902018','05','2015','A09','0','0','1','1','0','2','0','0','0','0','0','0','0','0','0','0','0','1','1','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000004703','06','0619','061902','061902018','05','2015','E10','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','1','0','0','2','0','1','2','0','1','0','1','0','Y'
'DOH000000000004703','06','0619','061902','061902018','05','2015','J40','0','0','0','1','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','2','0','1','0','1','Y'
'DOH000000000004703','06','0619','061902','061902018','05','2015','T79','1','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000004703','06','0619','061902','061902018','05','2015','J44','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','2','0','Y'
'DOH000000000004703','06','0619','061902','061902018','05','2015','L01','0','0','1','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000004703','06','0619','061902','061902018','05','2015','L02','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','Y'
'DOH000000000004703','06','0619','061902','061902018','05','2015','H65','0','0','1','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000004703','06','0619','061902','061902018','05','2015','K05','0','0','0','0','1','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000004703','06','0619','061902','061902018','05','2015','A06','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000004703','06','0619','061902','061902018','05','2015','L03','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000004703','06','0619','061902','061902018','05','2015','H11','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','Y'
'DOH000000000004703','06','0619','061902','061902018','05','2015','B34','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000004703','06','0619','061902','061902018','05','2015','H00','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000004703','06','0619','061902','061902018','05','2015','D44','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000004703','06','0619','061902','061902018','05','2015','H10','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
