'DOH000000000003642','03','0369','036916','036916072','06','2015','J06','10','10','40','36','19','15','3','4','7','1','2','7','1','3','2','0','1','1','0','1','0','2','1','6','1','3','2','0','1','3','0','2','1','1','Y'
'DOH000000000003642','03','0369','036916','036916072','06','2015','I10','0','0','0','0','0','1','0','0','0','0','0','0','0','0','1','0','3','5','3','0','1','7','4','1','7','7','1','2','10','9','0','1','10','8','Y'
'DOH000000000003642','03','0369','036916','036916072','06','2015','N39','0','0','1','4','1','2','0','2','0','1','1','5','0','4','0','4','0','3','2','1','2','5','0','2','1','1','1','0','1','3','1','1','0','2','Y'
'DOH000000000003642','03','0369','036916','036916072','06','2015','J45','1','0','10','5','3','1','1','1','1','0','0','0','0','1','1','0','0','0','0','0','0','0','0','0','1','0','0','0','2','0','1','0','1','0','Y'
'DOH000000000003642','03','0369','036916','036916072','06','2015','A09','0','0','6','6','2','1','1','0','1','0','1','4','1','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000003642','03','0369','036916','036916072','06','2015','E10','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','4','1','1','0','2','2','7','6','0','3','7','3','Y'
'DOH000000000003642','03','0369','036916','036916072','06','2015','L01','0','0','7','4','1','7','1','1','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000003642','03','0369','036916','036916072','06','2015','L02','0','0','7','2','0','2','0','0','1','0','0','0','1','0','0','0','0','0','1','1','0','0','2','0','0','1','1','0','0','0','0','0','0','0','Y'
'DOH000000000003642','03','0369','036916','036916072','06','2015','L23','0','0','5','2','0','1','0','0','1','0','0','0','0','0','0','1','0','1','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000003642','03','0369','036916','036916072','06','2015','K29','0','0','0','1','0','0','0','0','0','2','1','0','0','2','0','1','0','0','3','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000003642','03','0369','036916','036916072','06','2015','B82','0','0','3','3','2','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000003642','03','0369','036916','036916072','06','2015','T79','0','0','1','2','2','0','0','0','0','0','1','1','0','0','1','0','0','1','0','0','2','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000003642','03','0369','036916','036916072','06','2015','J18','0','0','4','2','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','2','0','2','0','2','0','0','1','0','0','0','1','0','Y'
'DOH000000000003642','03','0369','036916','036916072','06','2015','A15','0','0','0','1','0','0','0','0','0','0','0','0','0','1','0','1','0','0','1','0','0','0','0','0','0','0','0','0','0','2','0','0','0','2','Y'
'DOH000000000003642','03','0369','036916','036916072','06','2015','M13','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','1','0','1','0','0','1','1','0','1','1','0','Y'
'DOH000000000003642','03','0369','036916','036916072','06','2015','T14','0','0','1','0','0','0','1','0','1','1','0','1','0','0','0','0','0','0','0','1','0','0','0','0','0','1','0','0','0','0','0','0','0','0','Y'
'DOH000000000003642','03','0369','036916','036916072','06','2015','H65','0','1','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','1','2','0','0','0','0','0','0','0','0','0','1','0','0','0','1','Y'
'DOH000000000003642','03','0369','036916','036916072','06','2015','J22','0','0','4','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000003642','03','0369','036916','036916072','06','2015','H10','0','0','2','1','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000003642','03','0369','036916','036916072','06','2015','B37','1','0','2','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000003642','03','0369','036916','036916072','06','2015','K05','0','0','0','0','1','0','0','1','0','0','0','0','0','0','0','1','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000003642','03','0369','036916','036916072','06','2015','R42','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000003642','03','0369','036916','036916072','06','2015','H81','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','1','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000003642','03','0369','036916','036916072','06','2015','N93','0','0','0','0','0','0','0','0','0','1','0','2','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000003642','03','0369','036916','036916072','06','2015','J01','0','0','0','0','0','0','0','0','0','0','0','1','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000003642','03','0369','036916','036916072','06','2015','L03','0','0','0','1','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000003642','03','0369','036916','036916072','06','2015','H00','0','0','0','0','0','0','1','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
