'DOH000000000001726','01','0129','012906','012906017','06','2016','I10','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','6','3','3','9','5','8','3','14','5','15','5','18','7','40','3','16','4','24','Y'
'DOH000000000001726','01','0129','012906','012906017','06','2016','J06','2','2','10','16','16','14','6','2','4','1','1','6','2','4','0','3','2','3','2','1','2','4','2','1','1','3','3','3','4','9','1','1','3','8','Y'
'DOH000000000001726','01','0129','012906','012906017','06','2016','J22','0','0','4','2','6','4','3','2','0','1','0','0','0','0','0','0','0','0','0','0','0','1','0','1','0','0','2','0','1','1','1','0','0','1','Y'
'DOH000000000001726','01','0129','012906','012906017','06','2016','L23','0','2','4','2','5','4','1','1','0','0','0','2','0','1','2','1','0','0','0','2','0','0','0','0','1','0','1','1','0','1','0','0','0','1','Y'
'DOH000000000001726','01','0129','012906','012906017','06','2016','T14','0','0','0','1','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','1','0','2','0','1','1','0','0','0','0','0','0','Y'
'DOH000000000001726','01','0129','012906','012906017','06','2016','A09','0','0','8','1','1','0','0','0','0','0','1','0','0','0','0','0','0','1','1','1','0','0','0','0','0','0','1','0','0','0','0','0','0','0','Y'
'DOH000000000001726','01','0129','012906','012906017','06','2016','J18','0','0','3','3','1','1','0','0','0','0','0','0','0','1','1','0','0','1','0','0','0','1','0','0','0','0','0','0','0','3','0','0','0','3','Y'
'DOH000000000001726','01','0129','012906','012906017','06','2016','N39','0','0','0','0','0','2','0','1','0','1','1','0','0','0','0','0','0','1','1','0','0','1','1','1','2','1','1','2','0','1','0','0','0','1','Y'
'DOH000000000001726','01','0129','012906','012906017','06','2016','W54','0','0','1','2','0','0','0','0','0','0','1','0','0','0','1','0','0','1','1','0','0','0','1','0','0','0','1','0','0','2','0','0','0','2','Y'
'DOH000000000001726','01','0129','012906','012906017','06','2016','M15','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','2','0','2','0','3','1','2','0','3','0','1','0','2','Y'
'DOH000000000001726','01','0129','012906','012906017','06','2016','K29','0','1','0','1','0','0','0','0','0','1','0','0','0','0','0','0','0','1','1','0','0','2','0','0','0','1','0','1','2','0','1','0','1','0','Y'
'DOH000000000001726','01','0129','012906','012906017','06','2016','B34','0','0','1','3','3','0','1','0','1','0','1','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','1','0','0','0','0','0','0','Y'
'DOH000000000001726','01','0129','012906','012906017','06','2016','L08','0','1','2','2','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','1','0','2','0','0','0','0','0','0','0','0','Y'
'DOH000000000001726','01','0129','012906','012906017','06','2016','E10','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','4','0','0','0','3','0','1','0','1','0','0','Y'
'DOH000000000001726','01','0129','012906','012906017','06','2016','H81','0','0','0','0','0','0','0','0','0','0','0','3','0','1','0','0','0','2','1','0','0','1','0','0','0','1','0','0','0','1','0','0','0','1','Y'
'DOH000000000001726','01','0129','012906','012906017','06','2016','H10','0','0','0','2','0','0','2','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000001726','01','0129','012906','012906017','06','2016','L02','0','0','1','0','0','1','1','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','1','0','0','0','0','1','0','1','0','0','0','Y'
'DOH000000000001726','01','0129','012906','012906017','06','2016','H60','0','0','0','1','0','1','0','1','1','1','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000001726','01','0129','012906','012906017','06','2016','M10','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','3','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000001726','01','0129','012906','012906017','06','2016','T79','0','0','1','0','1','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000001726','01','0129','012906','012906017','06','2016','L01','0','0','1','1','1','1','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000001726','01','0129','012906','012906017','06','2016','J40','0','0','2','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000001726','01','0129','012906','012906017','06','2016','M79','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','1','1','0','0','0','0','0','0','Y'
'DOH000000000001726','01','0129','012906','012906017','06','2016','R42','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','1','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000001726','01','0129','012906','012906017','06','2016','H65','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000001726','01','0129','012906','012906017','06','2016','D64','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','2','0','1','0','1','Y'
'DOH000000000001726','01','0129','012906','012906017','06','2016','B35','0','0','0','0','0','0','0','0','1','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','Y'
'DOH000000000001726','01','0129','012906','012906017','06','2016','J44','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','1','0','0','0','1','0','Y'
'DOH000000000001726','01','0129','012906','012906017','06','2016','H00','0','0','0','0','1','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000001726','01','0129','012906','012906017','06','2016','K05','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000001726','01','0129','012906','012906017','06','2016','O23','0','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000001726','01','0129','012906','012906017','06','2016','B01','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000001726','01','0129','012906','012906017','06','2016','W55','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','1','Y'
'DOH000000000001726','01','0129','012906','012906017','06','2016','J10','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000001726','01','0129','012906','012906017','06','2016','N94','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000001726','01','0129','012906','012906017','06','2016','B02','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','2','0','1','0','1','Y'
'DOH000000000001726','01','0129','012906','012906017','06','2016','M13','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','1','0','0','Y'
