'DOH000000000003463','03','0308','030802','030802006','06','2011','J06','13','14','124','97','35','36','8','6','2','7','2','9','4','16','2','9','3','13','1','15','3','17','4','5','6','12','7','15','7','16','Y'
'DOH000000000003463','03','0308','030802','030802006','06','2011','A09','3','1','30','23','9','4','3','2','0','0','0','5','0','2','0','2','2','3','1','4','0','2','0','1','1','6','0','3','0','6','Y'
'DOH000000000003463','03','0308','030802','030802006','06','2011','I10','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','2','0','4','1','8','2','7','5','11','8','3','4','5','10','28','Y'
'DOH000000000003463','03','0308','030802','030802006','06','2011','J45','1','0','15','14','5','5','3','1','0','0','0','1','0','1','0','3','0','0','0','2','0','1','0','0','0','1','0','2','4','3','Y'
'DOH000000000003463','03','0308','030802','030802006','06','2011','T78','0','1','6','9','1','2','1','1','0','1','0','2','0','1','1','1','0','1','1','3','0','1','0','0','1','1','0','1','1','1','Y'
'DOH000000000003463','03','0308','030802','030802006','06','2011','N39','0','0','0','0','2','1','0','2','2','1','0','0','0','0','0','1','1','0','1','2','1','1','1','7','0','4','0','2','0','2','Y'
'DOH000000000003463','03','0308','030802','030802006','06','2011','M13','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','1','3','3','0','0','0','5','0','3','1','0','2','13','Y'
'DOH000000000003463','03','0308','030802','030802006','06','2011','D64','0','0','1','1','0','1','1','1','0','0','0','7','0','5','2','2','0','1','0','0','0','1','1','1','0','0','0','1','1','0','Y'
'DOH000000000003463','03','0308','030802','030802006','06','2011','K29','0','0','1','3','1','4','1','2','0','0','1','2','0','0','0','2','0','1','1','1','1','1','0','0','0','0','0','1','0','0','Y'
'DOH000000000003463','03','0308','030802','030802006','06','2011','T79','0','0','3','5','1','2','1','0','1','0','0','0','0','0','0','1','0','1','0','0','0','0','0','0','2','0','0','0','1','2','Y'
'DOH000000000003463','03','0308','030802','030802006','06','2011','A15','0','0','1','0','0','0','1','0','0','2','0','0','3','0','2','0','1','1','0','0','3','0','0','0','0','0','2','1','2','1','Y'
'DOH000000000003463','03','0308','030802','030802006','06','2011','E10','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','2','1','0','0','0','0','1','0','3','0','1','1','2','4','Y'
'DOH000000000003463','03','0308','030802','030802006','06','2011','T14','0','0','1','0','0','1','0','0','2','0','1','0','0','0','2','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000003463','03','0308','030802','030802006','06','2011','W54','0','0','0','2','1','1','1','0','0','1','0','0','0','0','0','2','1','0','0','1','1','0','1','0','0','0','0','0','0','0','Y'
'DOH000000000003463','03','0308','030802','030802006','06','2011','H60','0','0','0','0','4','0','2','0','0','0','0','2','0','2','0','2','0','0','0','2','0','0','0','0','0','0','0','0','0','1','Y'
'DOH000000000003463','03','0308','030802','030802006','06','2011','R10','0','0','1','1','1','0','0','0','0','0','0','1','0','0','0','0','1','1','0','2','0','0','0','0','0','0','0','1','0','1','Y'
'DOH000000000003463','03','0308','030802','030802006','06','2011','E05','0','0','0','0','0','0','0','0','0','0','0','3','0','0','0','2','0','1','0','0','0','2','0','0','0','0','0','0','0','0','Y'
'DOH000000000003463','03','0308','030802','030802006','06','2011','H10','0','1','2','0','1','0','0','0','0','0','0','0','0','1','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000003463','03','0308','030802','030802006','06','2011','M94','0','0','0','0','0','0','0','0','0','0','0','0','0','1','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','3','Y'
'DOH000000000003463','03','0308','030802','030802006','06','2011','L23','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','1','0','1','0','0','0','0','0','Y'
'DOH000000000003463','03','0308','030802','030802006','06','2011','B01','0','0','1','0','1','0','1','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000003463','03','0308','030802','030802006','06','2011','B26','0','0','1','1','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000003463','03','0308','030802','030802006','06','2011','M79','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','2','0','1','Y'
'DOH000000000003463','03','0308','030802','030802006','06','2011','N61','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','1','0','0','0','1','0','0','0','0','0','0','0','0','Y'
'DOH000000000003463','03','0308','030802','030802006','06','2011','W55','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','Y'
'DOH000000000003463','03','0308','030802','030802006','06','2011','B37','0','0','1','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','Y'
'DOH000000000003463','03','0308','030802','030802006','06','2011','T20','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','Y'
'DOH000000000003463','03','0308','030802','030802006','06','2011','O03','0','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000003463','03','0308','030802','030802006','06','2011','N93','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000003463','03','0308','030802','030802006','06','2011','H81','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','1','Y'
'DOH000000000003463','03','0308','030802','030802006','06','2011','J30','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000003463','03','0308','030802','030802006','06','2011','I84','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000003463','03','0308','030802','030802006','06','2011','L30','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000003463','03','0308','030802','030802006','06','2011','K40','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000003463','03','0308','030802','030802006','06','2011','L50','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000003463','03','0308','030802','030802006','06','2011','H65','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','Y'
'DOH000000000003463','03','0308','030802','030802006','06','2011','H05','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000003463','03','0308','030802','030802006','06','2011','B35','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','Y'
'DOH000000000003463','03','0308','030802','030802006','06','2011','M71','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000003463','03','0308','030802','030802006','06','2011','E03','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
