'DOH000000000003463','03','0369','036910','036910024','04','2014','I10','0','0','0','0','0','0','0','0','0','0','0','0','0','1','2','0','2','3','1','5','2','3','5','10','11','16','4','11','21','39','5','16','16','23','Y'
'DOH000000000003463','03','0369','036910','036910024','04','2014','J45','0','0','13','9','4','5','0','2','0','1','0','0','0','0','0','1','0','0','0','0','0','1','0','1','0','2','0','1','3','5','2','0','1','5','Y'
'DOH000000000003463','03','0369','036910','036910024','04','2014','A09','0','0','14','9','5','4','2','0','0','0','0','0','0','2','0','0','0','1','0','0','1','0','0','0','0','0','0','0','0','2','0','1','0','1','Y'
'DOH000000000003463','03','0369','036910','036910024','04','2014','N39','0','0','0','1','1','1','0','0','0','1','1','1','0','4','0','1','0','2','0','2','0','0','0','1','0','0','0','2','0','2','0','0','0','2','Y'
'DOH000000000003463','03','0369','036910','036910024','04','2014','T78','0','1','4','5','0','3','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','2','0','0','0','0','1','0','1','1','0','0','1','1','Y'
'DOH000000000003463','03','0369','036910','036910024','04','2014','M15','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','2','0','0','0','0','1','2','0','0','1','0','0','5','0','1','0','4','Y'
'DOH000000000003463','03','0369','036910','036910024','04','2014','D64','0','0','0','0','0','0','0','0','0','0','0','0','0','3','0','2','0','0','0','0','0','1','0','1','0','2','0','0','0','0','0','0','0','0','Y'
'DOH000000000003463','03','0369','036910','036910024','04','2014','K29','0','0','0','0','1','1','0','0','0','0','0','0','0','1','0','0','1','1','0','1','0','0','0','0','0','0','0','0','1','2','1','0','0','2','Y'
'DOH000000000003463','03','0369','036910','036910024','04','2014','R42','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','1','1','2','0','2','1','0','Y'
'DOH000000000003463','03','0369','036910','036910024','04','2014','B05','0','0','1','2','1','0','1','0','0','2','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000003463','03','0369','036910','036910024','04','2014','W54','0','0','0','0','0','2','0','0','1','0','0','0','0','1','0','0','0','0','0','0','0','2','0','1','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000003463','03','0369','036910','036910024','04','2014','E11','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','2','1','0','0','0','1','1','1','1','0','0','Y'
'DOH000000000003463','03','0369','036910','036910024','04','2014','B01','0','0','0','1','2','2','1','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000003463','03','0369','036910','036910024','04','2014','W55','0','0','2','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','1','0','1','0','0','0','0','0','0','0','0','Y'
'DOH000000000003463','03','0369','036910','036910024','04','2014','L50','0','0','1','1','0','0','0','1','0','0','0','0','0','0','0','2','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000003463','03','0369','036910','036910024','04','2014','M13','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','1','3','1','2','0','1','Y'
'DOH000000000003463','03','0369','036910','036910024','04','2014','E78','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','1','1','0','0','1','0','0','0','1','Y'
'DOH000000000003463','03','0369','036910','036910024','04','2014','R10','0','0','0','3','0','1','0','4','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000003463','03','0369','036910','036910024','04','2014','M79','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','1','0','1','0','0','0','1','Y'
'DOH000000000003463','03','0369','036910','036910024','04','2014','T79','0','0','0','1','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000003463','03','0369','036910','036910024','04','2014','B37','0','0','1','1','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000003463','03','0369','036910','036910024','04','2014','H10','0','1','0','0','0','1','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000003463','03','0369','036910','036910024','04','2014','A15','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','1','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000003463','03','0369','036910','036910024','04','2014','B26','0','0','1','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000003463','03','0369','036910','036910024','04','2014','M94','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','1','0','0','1','1','Y'
