'DOH000000000007866','08','0860','086024','086024011','03','2016','J06','6','3','33','18','12','18','9','7','3','3','2','1','1','1','1','3','3','6','3','3','1','2','2','1','2','2','0','2','3','5','1','2','2','3','Y'
'DOH000000000007866','08','0860','086024','086024011','03','2016','J18','10','10','49','51','4','18','2','8','3','7','0','0','2','0','0','0','0','1','0','4','0','0','0','3','4','1','1','0','2','3','0','1','2','2','Y'
'DOH000000000007866','08','0860','086024','086024011','03','2016','I10','0','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','4','2','2','0','4','3','5','4','5','2','9','8','11','0','4','8','7','Y'
'DOH000000000007866','08','0860','086024','086024011','03','2016','J45','0','0','2','1','2','0','1','0','0','1','0','1','0','1','0','1','1','0','0','1','1','1','0','1','2','0','0','1','2','0','0','0','2','0','Y'
'DOH000000000007866','08','0860','086024','086024011','03','2016','A09','0','0','3','2','0','0','1','1','0','0','0','0','0','0','0','0','0','1','0','0','0','1','0','0','0','1','0','0','1','1','0','1','1','0','Y'
'DOH000000000007866','08','0860','086024','086024011','03','2016','K21','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','2','2','1','1','0','0','1','1','1','0','0','1','1','0','1','0','0','0','Y'
'DOH000000000007866','08','0860','086024','086024011','03','2016','N39','0','0','0','0','0','0','0','0','1','1','0','0','0','0','1','0','0','0','0','1','1','0','1','1','0','0','0','0','0','2','0','1','0','1','Y'
'DOH000000000007866','08','0860','086024','086024011','03','2016','L02','0','0','0','3','0','0','0','1','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007866','08','0860','086024','086024011','03','2016','M15','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','1','0','0','1','0','1','0','1','0','3','0','1','0','2','Y'
'DOH000000000007866','08','0860','086024','086024011','03','2016','T79','0','0','0','0','2','0','1','1','0','0','0','0','0','0','0','0','0','0','0','0','1','1','0','1','0','1','0','0','0','0','0','0','0','0','Y'
'DOH000000000007866','08','0860','086024','086024011','03','2016','J10','0','0','1','0','0','2','0','2','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','Y'
'DOH000000000007866','08','0860','086024','086024011','03','2016','M13','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','1','3','1','1','0','1','1','0','Y'
'DOH000000000007866','08','0860','086024','086024011','03','2016','T78','0','0','0','0','1','0','0','0','0','0','0','2','0','0','0','1','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007866','08','0860','086024','086024011','03','2016','L01','0','1','1','2','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007866','08','0860','086024','086024011','03','2016','H65','0','0','0','0','1','0','0','0','0','1','0','0','0','1','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007866','08','0860','086024','086024011','03','2016','K05','0','0','0','1','1','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','1','0','0','Y'
'DOH000000000007866','08','0860','086024','086024011','03','2016','L04','0','0','0','0','1','0','0','0','0','1','0','0','0','0','0','1','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007866','08','0860','086024','086024011','03','2016','H10','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','1','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','Y'
'DOH000000000007866','08','0860','086024','086024011','03','2016','W54','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','1','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007866','08','0860','086024','086024011','03','2016','M10','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0','0','0','0','0','0','0','1','0','0','0','1','Y'
'DOH000000000007866','08','0860','086024','086024011','03','2016','H81','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','1','0','0','1','1','0','0','0','0','1','0','1','0','0','0','1','Y'
'DOH000000000007866','08','0860','086024','086024011','03','2016','L08','0','0','1','0','2','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007866','08','0860','086024','086024011','03','2016','C00','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007866','08','0860','086024','086024011','03','2016','J01','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','1','0','0','0','0','0','0','0','0','Y'
'DOH000000000007866','08','0860','086024','086024011','03','2016','R10','0','0','0','1','0','2','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007866','08','0860','086024','086024011','03','2016','N20','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007866','08','0860','086024','086024011','03','2016','A06','0','0','1','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007866','08','0860','086024','086024011','03','2016','B34','0','0','2','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007866','08','0860','086024','086024011','03','2016','M94','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','Y'
'DOH000000000007866','08','0860','086024','086024011','03','2016','M79','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','Y'
'DOH000000000007866','08','0860','086024','086024011','03','2016','J30','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007866','08','0860','086024','086024011','03','2016','H60','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007866','08','0860','086024','086024011','03','2016','L89','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007866','08','0860','086024','086024011','03','2016','Q24','0','0','0','0','0','0','0','0','1','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007866','08','0860','086024','086024011','03','2016','M71','0','0','0','0','2','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007866','08','0860','086024','086024011','03','2016','H26','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','1','0','0','0','1','Y'
'DOH000000000007866','08','0860','086024','086024011','03','2016','L03','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007866','08','0860','086024','086024011','03','2016','K40','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','2','0','Y'
'DOH000000000007866','08','0860','086024','086024011','03','2016','I50','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','1','0','0','Y'
'DOH000000000007866','08','0860','086024','086024011','03','2016','B02','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007866','08','0860','086024','086024011','03','2016','K30','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','Y'
'DOH000000000007866','08','0860','086024','086024011','03','2016','E11','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','Y'
'DOH000000000007866','08','0860','086024','086024011','03','2016','L50','0','0','1','0','0','2','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','2','0','Y'
'DOH000000000007866','08','0860','086024','086024011','03','2016','K12','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
