'DOH000000000007222','03','0369','036904','036904013','4','2013','J06','14','7','59','47','22','21','13','14','0','2','2','0','0','1','1','4','0','1','0','1','0','0','1','2','0','0','0','0','2','1','Y'
'DOH000000000007222','03','0369','036904','036904013','4','2013','A09','0','0','7','12','3','2','1','1','1','0','0','1','0','1','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007222','03','0369','036904','036904013','4','2013','T79','0','0','4','1','3','2','1','1','3','1','1','0','0','0','1','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','Y'
'DOH000000000007222','03','0369','036904','036904013','4','2013','J22','3','1','2','6','0','0','0','1','0','0','0','0','0','1','0','0','0','1','0','0','0','0','0','0','0','0','0','1','0','0','Y'
'DOH000000000007222','03','0369','036904','036904013','4','2013','W54','0','0','3','0','2','1','1','1','1','0','1','0','3','1','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007222','03','0369','036904','036904013','4','2013','J45','1','1','4','5','1','3','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007222','03','0369','036904','036904013','4','2013','I10','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','1','0','1','2','1','0','2','0','0','2','5','Y'
'DOH000000000007222','03','0369','036904','036904013','4','2013','T78','0','0','1','2','1','1','0','1','0','0','0','0','0','0','0','1','0','1','0','1','0','0','0','1','0','0','0','0','0','0','Y'
'DOH000000000007222','03','0369','036904','036904013','4','2013','L02','1','0','2','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007222','03','0369','036904','036904013','4','2013','D64','0','0','1','1','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0','0','1','0','0','0','0','0','0','0','1','Y'
'DOH000000000007222','03','0369','036904','036904013','4','2013','B82','0','0','1','1','1','0','2','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007222','03','0369','036904','036904013','4','2013','R10','2','0','2','2','0','3','0','0','0','0','0','2','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007222','03','0369','036904','036904013','4','2013','A06','0','0','1','2','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007222','03','0369','036904','036904013','4','2013','E10','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','1','0','0','0','2','Y'
'DOH000000000007222','03','0369','036904','036904013','4','2013','L08','0','0','0','1','0','1','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007222','03','0369','036904','036904013','4','2013','K29','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','1','0','Y'
'DOH000000000007222','03','0369','036904','036904013','4','2013','B86','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007222','03','0369','036904','036904013','4','2013','H10','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007222','03','0369','036904','036904013','4','2013','Z41','0','0','0','0','0','0','3','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007222','03','0369','036904','036904013','4','2013','A49','0','0','0','0','1','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007222','03','0369','036904','036904013','4','2013','J30','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007222','03','0369','036904','036904013','4','2013','N39','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','Y'
'DOH000000000007222','03','0369','036904','036904013','4','2013','B26','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007222','03','0369','036904','036904013','4','2013','M13','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
