'DOH000000000006529','03','0369','036906','036906027','1','2013','J06','8','5','43','31','17','20','8','5','1','0','3','6','2','7','1','6','1','3','3','4','4','4','5','4','1','3','0','3','4','16','Y'
'DOH000000000006529','03','0369','036906','036906027','1','2013','B34','16','9','39','36','8','15','5','1','0','0','2','3','2','1','2','4','2','1','3','4','0','1','0','1','0','1','0','2','1','7','Y'
'DOH000000000006529','03','0369','036906','036906027','1','2013','J40','6','2','26','25','5','7','3','1','1','1','0','2','0','0','0','0','0','0','1','1','1','0','0','1','0','0','0','0','0','0','Y'
'DOH000000000006529','03','0369','036906','036906027','1','2013','N39','0','0','9','13','9','7','3','3','0','1','0','1','0','3','1','0','0','2','0','0','0','3','0','2','1','3','0','0','0','1','Y'
'DOH000000000006529','03','0369','036906','036906027','1','2013','A09','1','0','19','17','3','3','0','0','0','0','0','0','0','0','0','1','0','0','0','1','0','1','1','1','0','0','0','0','0','0','Y'
'DOH000000000006529','03','0369','036906','036906027','1','2013','J22','4','4','15','11','5','4','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','1','0','0','0','Y'
'DOH000000000006529','03','0369','036906','036906027','1','2013','T79','1','0','13','5','8','6','0','0','0','1','0','0','1','0','1','0','1','1','1','0','0','0','0','0','0','0','0','0','0','2','Y'
'DOH000000000006529','03','0369','036906','036906027','1','2013','I10','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','3','3','3','3','1','1','1','2','0','3','2','5','Y'
'DOH000000000006529','03','0369','036906','036906027','1','2013','T78','0','0','1','1','1','2','0','3','0','0','0','1','0','1','0','0','0','1','0','0','0','0','0','0','0','0','1','1','1','4','Y'
'DOH000000000006529','03','0369','036906','036906027','1','2013','K30','0','0','0','0','0','1','0','1','1','1','0','1','0','1','3','3','0','1','0','0','1','1','0','1','0','0','1','0','1','1','Y'
'DOH000000000006529','03','0369','036906','036906027','1','2013','J45','0','0','5','5','4','4','1','2','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','1','0','Y'
'DOH000000000006529','03','0369','036906','036906027','1','2013','L73','3','0','2','2','1','5','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','Y'
'DOH000000000006529','03','0369','036906','036906027','1','2013','M13','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','2','0','2','0','0','1','1','2','2','Y'
