'DOH000000000007899','08','0860','086006','086006022','02','2016','I10','0','2','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','2','1','3','3','8','2','2','5','13','2','10','15','39','7','9','8','30','Y'
'DOH000000000007899','08','0860','086006','086006022','02','2016','J18','3','4','12','7','2','3','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','2','2','2','1','1','1','1','Y'
'DOH000000000007899','08','0860','086006','086006022','02','2016','E10','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','2','1','4','4','5','0','4','2','5','1','1','1','4','Y'
'DOH000000000007899','08','0860','086006','086006022','02','2016','A15','0','0','0','0','0','1','0','2','0','0','1','1','1','2','2','0','2','0','1','1','2','2','6','2','1','0','2','1','4','2','1','0','3','2','Y'
'DOH000000000007899','08','0860','086006','086006022','02','2016','N39','0','0','1','0','1','2','1','0','0','1','0','1','0','2','0','2','0','1','0','1','1','2','1','0','1','0','0','1','0','2','0','1','0','1','Y'
'DOH000000000007899','08','0860','086006','086006022','02','2016','A09','0','0','4','4','1','0','0','1','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','Y'
'DOH000000000007899','08','0860','086006','086006022','02','2016','R52','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','1','1','0','0','0','0','0','0','0','Y'
'DOH000000000007899','08','0860','086006','086006022','02','2016','A90','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007899','08','0860','086006','086006022','02','2016','J45','0','0','1','0','0','1','0','1','0','1','0','1','0','0','0','0','0','0','0','0','0','1','1','0','0','0','1','0','0','1','0','0','0','1','Y'
'DOH000000000007899','08','0860','086006','086006022','02','2016','L02','0','0','2','0','1','0','0','1','0','0','0','1','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007899','08','0860','086006','086006022','02','2016','T14','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007899','08','0860','086006','086006022','02','2016','L08','0','0','1','3','0','1','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007899','08','0860','086006','086006022','02','2016','T79','0','0','1','0','2','0','1','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007899','08','0860','086006','086006022','02','2016','A06','0','0','1','0','1','0','0','0','0','0','0','0','1','0','0','0','0','1','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007899','08','0860','086006','086006022','02','2016','H65','1','0','3','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007899','08','0860','086006','086006022','02','2016','T78','0','0','3','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007899','08','0860','086006','086006022','02','2016','G62','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','1','0','2','0','0','1','0','0','0','1','0','Y'
'DOH000000000007899','08','0860','086006','086006022','02','2016','K29','0','0','0','0','0','2','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','Y'
'DOH000000000007899','08','0860','086006','086006022','02','2016','H10','0','0','1','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
