09,0972,097218,097218061,07/01/15,J22,2,2,17,12,8,8,2,5,4,4,0,1,0,1,0,0,1,10,1,5,0,4,0,1,1,3,0,4,3,6,1,5,2,1
09,0972,097218,097218061,07/01/15,M79,0,0,0,0,0,0,0,0,0,1,0,1,0,6,1,2,0,9,0,11,0,8,0,8,1,1,0,4,5,12,2,3,3,9
09,0972,097218,097218061,07/01/15,I10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,1,6,2,10,0,3,1,6,10,14,6,7,4,7
09,0972,097218,097218061,07/01/15,J10,1,0,9,8,3,6,4,3,0,1,0,1,0,0,0,1,1,2,0,2,0,0,0,0,0,1,0,0,0,2,0,1,0,1
09,0972,097218,097218061,07/01/15,N39,0,0,0,1,1,1,3,0,2,1,0,3,1,1,0,0,0,3,0,1,0,0,1,0,1,1,0,0,2,4,1,2,1,2
09,0972,097218,097218061,07/01/15,A09,0,0,11,10,1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
09,0972,097218,097218061,07/01/15,A15,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,2,2,1,1,0,0,1,1,2,1,1,0,1,3,4,1,4,2,0
09,0972,097218,097218061,07/01/15,M13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,2,0,0,2,4,3,5,1,3,2,2
09,0972,097218,097218061,07/01/15,T79,0,0,3,1,4,3,1,0,0,0,1,1,1,0,0,0,0,1,0,2,0,0,0,1,0,0,0,1,1,0,1,0,0,0
09,0972,097218,097218061,07/01/15,T78,1,1,3,1,0,1,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,2
09,0972,097218,097218061,07/01/15,J40,1,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,2,1,1,1,0,0,1
