'DOH000000000001942','05','0541','054105','054105027','07','2015','J06','16','10','50','48','21','20','4','4','2','10','5','5','1','4','0','5','2','1','1','4','2','4','1','2','0','5','0','1','2','4','1','2','1','2','Y'
'DOH000000000001942','05','0541','054105','054105027','07','2015','A09','3','1','17','21','7','4','5','4','2','2','1','0','0','0','0','0','0','2','1','0','0','1','0','0','0','0','0','1','1','1','0','0','1','1','Y'
'DOH000000000001942','05','0541','054105','054105027','07','2015','I10','0','0','0','0','0','0','0','0','0','0','0','0','0','3','0','0','1','3','0','1','1','1','3','6','3','7','5','2','4','11','3','3','1','8','Y'
'DOH000000000001942','05','0541','054105','054105027','07','2015','J18','1','1','8','9','0','1','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','1','2','1','0','0','2','Y'
'DOH000000000001942','05','0541','054105','054105027','07','2015','D64','0','0','0','2','1','0','1','1','1','2','1','4','0','2','0','1','0','1','0','0','1','1','0','1','1','0','0','0','0','1','0','0','0','1','Y'
'DOH000000000001942','05','0541','054105','054105027','07','2015','A15','0','1','3','1','2','0','1','0','1','2','0','1','0','0','1','0','0','0','0','1','0','0','0','1','0','0','2','0','2','0','1','0','1','0','Y'
'DOH000000000001942','05','0541','054105','054105027','07','2015','N39','0','2','0','1','2','2','2','1','1','1','0','1','0','0','0','0','0','1','0','1','0','0','2','0','0','2','0','0','1','0','0','0','1','0','Y'
'DOH000000000001942','05','0541','054105','054105027','07','2015','M79','0','0','0','0','0','0','0','0','0','0','0','3','0','0','0','1','0','1','0','0','0','1','2','0','0','2','0','1','2','5','1','0','1','5','Y'
'DOH000000000001942','05','0541','054105','054105027','07','2015','T79','0','2','2','1','2','2','1','0','0','0','0','0','0','0','0','1','1','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000001942','05','0541','054105','054105027','07','2015','H52','0','0','0','0','0','0','0','0','0','1','0','0','0','1','0','0','0','0','0','1','0','4','0','1','0','1','0','2','0','2','0','1','0','1','Y'
'DOH000000000001942','05','0541','054105','054105027','07','2015','T14','0','0','0','2','1','0','0','0','0','0','0','0','0','0','0','1','1','0','0','0','0','0','0','0','0','1','1','0','1','0','1','0','0','0','Y'
'DOH000000000001942','05','0541','054105','054105027','07','2015','B37','0','1','3','1','0','2','1','0','1','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000001942','05','0541','054105','054105027','07','2015','H65','0','1','0','1','2','0','0','0','0','1','0','0','1','0','0','2','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000001942','05','0541','054105','054105027','07','2015','B82','0','0','4','1','0','2','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000001942','05','0541','054105','054105027','07','2015','T78','0','0','0','1','0','0','0','0','0','1','0','1','0','0','0','1','0','0','0','1','0','0','1','0','0','0','0','0','0','1','0','0','0','1','Y'
'DOH000000000001942','05','0541','054105','054105027','07','2015','K29','0','0','1','0','1','1','0','0','2','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','Y'
'DOH000000000001942','05','0541','054105','054105027','07','2015','H60','0','0','1','1','2','0','0','2','2','2','0','0','2','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000001942','05','0541','054105','054105027','07','2015','L08','0','0','0','1','0','1','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','Y'
'DOH000000000001942','05','0541','054105','054105027','07','2015','L50','0','0','1','1','1','0','0','1','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000001942','05','0541','054105','054105027','07','2015','H10','1','0','1','0','0','0','1','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000001942','05','0541','054105','054105027','07','2015','E10','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','1','0','1','1','1','0','0','1','Y'
'DOH000000000001942','05','0541','054105','054105027','07','2015','J45','0','0','1','1','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000001942','05','0541','054105','054105027','07','2015','H00','0','0','1','0','1','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000001942','05','0541','054105','054105027','07','2015','R52','0','0','0','1','0','1','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000001942','05','0541','054105','054105027','07','2015','L30','0','0','1','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000001942','05','0541','054105','054105027','07','2015','W54','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000001942','05','0541','054105','054105027','07','2015','N94','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000001942','05','0541','054105','054105027','07','2015','B02','0','0','0','0','0','2','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000001942','05','0541','054105','054105027','07','2015','I00','0','0','0','0','0','0','0','0','0','0','2','1','2','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000001942','05','0541','054105','054105027','07','2015','K12','0','0','0','1','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000001942','05','0541','054105','054105027','07','2015','L72','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000001942','05','0541','054105','054105027','07','2015','A06','0','0','0','1','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000001942','05','0541','054105','054105027','07','2015','L23','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','Y'
