'DOH000000000001726','01','0129','012916','012916017','09','2015','I10','0','3','0','0','0','0','0','0','0','0','0','1','0','0','0','0','2','5','3','4','4','15','4','14','7','15','4','13','15','31','1','16','14','15','Y'
'DOH000000000001726','01','0129','012916','012916017','09','2015','H10','1','0','3','1','2','2','2','3','1','0','1','0','1','0','0','0','0','0','0','1','0','1','0','2','1','1','0','1','0','0','0','0','0','0','Y'
'DOH000000000001726','01','0129','012916','012916017','09','2015','W54','0','0','0','0','6','0','3','0','0','0','0','0','0','1','1','2','1','0','0','4','1','0','1','0','0','1','0','0','0','1','0','0','0','1','Y'
'DOH000000000001726','01','0129','012916','012916017','09','2015','T79','1','0','2','0','1','1','0','0','0','0','1','1','1','0','0','0','1','0','0','1','1','0','1','1','1','0','0','1','0','0','0','0','0','0','Y'
'DOH000000000001726','01','0129','012916','012916017','09','2015','L02','1','0','0','3','0','1','0','0','0','0','2','0','0','0','0','0','0','0','0','0','2','0','1','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000001726','01','0129','012916','012916017','09','2015','N39','0','0','2','0','1','2','1','0','0','2','0','1','0','0','0','0','0','1','1','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000001726','01','0129','012916','012916017','09','2015','L08','0','0','1','3','1','2','1','0','0','0','0','1','0','1','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000001726','01','0129','012916','012916017','09','2015','M13','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','2','1','7','0','4','1','3','Y'
'DOH000000000001726','01','0129','012916','012916017','09','2015','E10','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','3','1','3','1','2','0','0','0','0','0','0','0','0','Y'
'DOH000000000001726','01','0129','012916','012916017','09','2015','K29','0','0','0','0','0','0','0','0','0','0','1','0','0','1','0','0','0','0','0','0','1','1','0','0','0','1','1','1','1','3','0','1','1','2','Y'
'DOH000000000001726','01','0129','012916','012916017','09','2015','A15','0','0','0','1','0','0','0','0','0','0','0','0','0','1','1','0','0','0','0','0','0','0','0','1','0','0','2','0','2','0','0','0','2','0','Y'
