'DOH000000000001781','01','0155','015546','015546032','04','2017','J06','5','6','14','17','6','3','2','1','0','1','0','2','1','0','0','1','0','1','0','0','0','1','0','2','0','2','0','1','2','2','0','1','2','1','Y'
'DOH000000000001781','01','0155','015546','015546032','04','2017','I10','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','1','1','0','1','4','0','3','2','1','3','1','1','2','6','2','3','0','3','2','Y'
'DOH000000000001781','01','0155','015546','015546032','04','2017','N39','0','0','0','0','2','1','0','0','1','2','0','2','0','3','0','1','0','1','1','3','0','2','0','1','0','0','0','0','0','1','0','1','0','0','Y'
'DOH000000000001781','01','0155','015546','015546032','04','2017','J22','0','0','1','2','1','3','1','2','0','1','1','0','0','0','0','0','0','0','0','0','1','1','0','0','0','0','1','1','4','0','1','0','3','0','Y'
'DOH000000000001781','01','0155','015546','015546032','04','2017','A09','0','1','5','4','1','1','0','1','1','0','0','2','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000001781','01','0155','015546','015546032','04','2017','J45','1','1','3','2','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','1','0','0','1','1','0','0','1','1','Y'
'DOH000000000001781','01','0155','015546','015546032','04','2017','L23','0','0','0','1','0','0','0','0','0','1','0','0','0','0','0','1','0','0','1','0','0','0','0','0','0','0','0','0','1','1','0','1','1','0','Y'
'DOH000000000001781','01','0155','015546','015546032','04','2017','K29','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','1','1','0','0','2','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000001781','01','0155','015546','015546032','04','2017','D55','1','0','1','2','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000001781','01','0155','015546','015546032','04','2017','L30','0','0','0','0','0','0','1','0','0','1','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000001781','01','0155','015546','015546032','04','2017','J01','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','1','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','1','0','Y'
'DOH000000000001781','01','0155','015546','015546032','04','2017','J30','0','0','0','2','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000001781','01','0155','015546','015546032','04','2017','M13','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','Y'
'DOH000000000001781','01','0155','015546','015546032','04','2017','T79','0','0','0','0','0','0','1','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000001781','01','0155','015546','015546032','04','2017','H10','0','0','0','0','1','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000001781','01','0155','015546','015546032','04','2017','T78','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000001781','01','0155','015546','015546032','04','2017','L01','0','0','1','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000001781','01','0155','015546','015546032','04','2017','B34','0','1','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000001781','01','0155','015546','015546032','04','2017','J10','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000001781','01','0155','015546','015546032','04','2017','L21','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000001781','01','0155','015546','015546032','04','2017','L04','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000001781','01','0155','015546','015546032','04','2017','B82','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000001781','01','0155','015546','015546032','04','2017','H60','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000001781','01','0155','015546','015546032','04','2017','G40','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000001781','01','0155','015546','015546032','04','2017','H65','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
