'DOH000000000005654','03','0369','036905','036905035','1','2013','J06','9','10','77','66','28','25','8','13','4','0','0','2','2','7','0','5','1','7','1','2','0','3','1','3','2','2','0','3','1','5','Y'
'DOH000000000005654','03','0369','036905','036905035','1','2013','J22','2','0','21','7','5','4','2','1','0','1','0','0','0','1','0','3','0','0','1','0','0','1','0','1','0','1','0','0','0','0','Y'
'DOH000000000005654','03','0369','036905','036905035','1','2013','A09','0','2','12','13','0','1','0','0','0','0','0','0','0','1','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000005654','03','0369','036905','036905035','1','2013','J45','2','0','7','4','5','3','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000005654','03','0369','036905','036905035','1','2013','T79','0','0','3','4','2','3','1','0','0','0','0','0','0','1','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000005654','03','0369','036905','036905035','1','2013','J18','0','0','4','6','3','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000005654','03','0369','036905','036905035','1','2013','L02','0','0','1','2','0','0','1','0','0','0','0','0','1','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000005654','03','0369','036905','036905035','1','2013','I10','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','1','0','0','0','1','0','2','0','2','0','3','Y'
'DOH000000000005654','03','0369','036905','036905035','1','2013','B82','0','0','3','1','1','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000005654','03','0369','036905','036905035','1','2013','D64','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','3','0','0','0','1','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000005654','03','0369','036905','036905035','1','2013','H10','0','0','1','2','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','Y'
'DOH000000000005654','03','0369','036905','036905035','1','2013','H65','0','0','1','2','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000005654','03','0369','036905','036905035','1','2013','B35','0','0','2','0','0','1','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
