'DOH000000000000162','01','0133','013318','013318010','05','2015','J06','2','0','26','15','10','8','3','6','2','1','0','3','0','1','1','4','0','2','1','4','0','3','1','4','0','4','0','2','6','5','2','0','4','5','Y'
'DOH000000000000162','01','0133','013318','013318010','05','2015','D64','0','0','0','0','2','0','0','0','0','2','1','0','0','1','1','1','0','0','0','0','2','1','1','2','2','1','0','2','0','3','0','1','0','2','Y'
'DOH000000000000162','01','0133','013318','013318010','05','2015','N39','0','0','1','0','1','3','0','1','0','1','0','1','1','2','1','1','0','1','0','0','1','0','1','1','1','0','0','1','2','0','0','0','2','0','Y'
'DOH000000000000162','01','0133','013318','013318010','05','2015','K29','0','0','1','0','0','0','0','0','0','0','0','2','1','1','1','2','0','1','1','1','0','0','0','0','1','4','0','1','0','1','0','0','0','1','Y'
'DOH000000000000162','01','0133','013318','013318010','05','2015','A09','0','0','6','1','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','2','0','1','0','0','0','0','0','1','0','0','0','1','Y'
'DOH000000000000162','01','0133','013318','013318010','05','2015','T14','0','0','2','1','1','0','2','0','1','0','0','0','0','0','2','0','1','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000000162','01','0133','013318','013318010','05','2015','J10','0','0','3','0','3','1','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','2','Y'
'DOH000000000000162','01','0133','013318','013318010','05','2015','I10','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0','0','0','1','0','0','1','1','1','1','2','0','0','1','2','Y'
'DOH000000000000162','01','0133','013318','013318010','05','2015','L01','0','0','0','6','1','0','1','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000000162','01','0133','013318','013318010','05','2015','T78','1','2','0','1','1','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000000162','01','0133','013318','013318010','05','2015','H65','0','0','1','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','1','0','0','0','1','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000000162','01','0133','013318','013318010','05','2015','L23','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','2','0','2','0','0','0','Y'
'DOH000000000000162','01','0133','013318','013318010','05','2015','G62','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','1','0','0','0','0','1','0','1','0','0','Y'
'DOH000000000000162','01','0133','013318','013318010','05','2015','H10','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000000162','01','0133','013318','013318010','05','2015','L30','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000000162','01','0133','013318','013318010','05','2015','H61','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','Y'
'DOH000000000000162','01','0133','013318','013318010','05','2015','M13','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','1','0','0','0','1','0','Y'
'DOH000000000000162','01','0133','013318','013318010','05','2015','J45','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','1','Y'
'DOH000000000000162','01','0133','013318','013318010','05','2015','H00','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','Y'
'DOH000000000000162','01','0133','013318','013318010','05','2015','K05','0','0','0','0','0','2','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000000162','01','0133','013318','013318010','05','2015','R73','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','2','0','1','0','1','Y'
'DOH000000000000162','01','0133','013318','013318010','05','2015','B82','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000000162','01','0133','013318','013318010','05','2015','A06','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000000162','01','0133','013318','013318010','05','2015','W54','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','1','0','0','0','Y'
