'DOH000000000008077','14','1411','141102','141102103','03','2017','I10','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','2','0','7','2','3','0','0','2','10','4','13','4','7','11','14','7','4','4','10','Y'
'DOH000000000008077','14','1411','141102','141102103','03','2017','A09','0','0','6','6','0','1','4','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000008077','14','1411','141102','141102103','03','2017','J18','0','0','0','0','0','0','0','2','0','0','0','0','4','0','0','5','0','2','0','0','0','0','0','2','0','0','0','0','2','2','0','2','2','0','Y'
'DOH000000000008077','14','1411','141102','141102103','03','2017','B09','0','1','1','4','1','1','0','1','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000008077','14','1411','141102','141102103','03','2017','E11','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','5','4','1','2','4','2','Y'
'DOH000000000008077','14','1411','141102','141102103','03','2017','B35','3','0','0','0','0','3','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','1','Y'
'DOH000000000008077','14','1411','141102','141102103','03','2017','M15','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','3','1','0','1','1','1','0','0','1','Y'
'DOH000000000008077','14','1411','141102','141102103','03','2017','J22','0','0','0','1','0','0','1','0','0','1','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','1','0','0','Y'
'DOH000000000008077','14','1411','141102','141102103','03','2017','E10','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','2','0','1','0','2','0','1','0','1','0','Y'
'DOH000000000008077','14','1411','141102','141102103','03','2017','J40','0','0','0','0','1','0','0','1','0','1','0','0','0','0','0','1','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000008077','14','1411','141102','141102103','03','2017','E78','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','1','0','0','1','0','0','1','0','1','0','0','Y'
'DOH000000000008077','14','1411','141102','141102103','03','2017','J47','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','2','2','0','0','0','0','0','0','0','Y'
'DOH000000000008077','14','1411','141102','141102103','03','2017','I60','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0','0','1','0','0','0','1','0','0','0','1','0','Y'
'DOH000000000008077','14','1411','141102','141102103','03','2017','H65','0','0','2','1','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000008077','14','1411','141102','141102103','03','2017','I25','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','1','0','2','0','0','0','1','0','0','0','1','Y'
'DOH000000000008077','14','1411','141102','141102103','03','2017','L01','0','0','0','0','2','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000008077','14','1411','141102','141102103','03','2017','H00','0','0','2','1','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000008077','14','1411','141102','141102103','03','2017','L23','2','0','1','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','2','0','0','0','0','0','0','0','1','0','1','0','0','Y'
'DOH000000000008077','14','1411','141102','141102103','03','2017','G43','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','1','0','1','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000008077','14','1411','141102','141102103','03','2017','L04','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','1','0','0','0','0','0','1','0','0','0','0','0','0','0','0','Y'
'DOH000000000008077','14','1411','141102','141102103','03','2017','K29','0','0','0','0','0','1','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','Y'
'DOH000000000008077','14','1411','141102','141102103','03','2017','T14','0','0','0','2','0','0','0','0','0','0','1','0','0','0','0','0','0','2','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','Y'
'DOH000000000008077','14','1411','141102','141102103','03','2017','T78','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000008077','14','1411','141102','141102103','03','2017','B02','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','1','0','0','1','1','Y'
'DOH000000000008077','14','1411','141102','141102103','03','2017','T79','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','2','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000008077','14','1411','141102','141102103','03','2017','H10','0','0','0','2','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000008077','14','1411','141102','141102103','03','2017','K30','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000008077','14','1411','141102','141102103','03','2017','I50','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000008077','14','1411','141102','141102103','03','2017','B86','0','0','0','0','0','1','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000008077','14','1411','141102','141102103','03','2017','W53','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000008077','14','1411','141102','141102103','03','2017','B06','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000008077','14','1411','141102','141102103','03','2017','H61','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000008077','14','1411','141102','141102103','03','2017','B77','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000008077','14','1411','141102','141102103','03','2017','J45','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000008077','14','1411','141102','141102103','03','2017','M13','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','Y'
